stevilka,ime,tema,podtema,leto,st_kock,st_minifigur,dostopnost,msrp,vrednost
1777.0,Plane,Basic,FreeStyle,1996,10,0,Retired,,4.35
1778.0,Boat,Basic,FreeStyle,1996,9,0,Retired,,4.22
1779.0,Helicopter,Basic,FreeStyle,1996,10,0,Retired,,3.6
1781.0,Dino Babies,Duplo,,1997,90,0,Retired,17.59,115.61
1782.0,Discovery Station,Town,Divers,1997,322,5,Retired,43.99,211.88
1783.0,Primo Rattle,Primo,,1997,2,0,Retired,0.88,4.44
1784.0,Animals Bulk Box,Duplo,Building Sets,1996,21,0,Retired,4.39,23.95
1785.0,Crater Critters,Space,Miscellaneous,1995,143,0,Retired,8.79,105.6
1786.0,Jailbreak Joe,Town,Police,1995,186,4,Retired,17.59,212.87
1787.0,Crater Cruiser,Space,Unitron,1995,183,2,Retired,15.83,219.12
1788.0,Treasure Chest,Pirates,,1995,159,4,Retired,19.35,368.65
1789.0,Star Hawk II,Space,Unitron,1995,292,2,Retired,23.75,588.83
1790.0,Shark Fisherman,Town,Leisure,1994,19,1,Retired,2.63,16.23
1791.0,Windsurfer & Van,Town,Leisure,1994,70,1,Retired,4.39,44.17
1792.0,Pleasure Cruiser,Town,Boats,1994,66,1,Retired,17.59,148.96
1793.0,Space Station Zenon,Space,Unitron,1995,346,3,Retired,34.99,835.0
1794.0,Dragon Master Chariot,Castle,Dragon Knights,1994,36,1,Retired,3.51,138.0
1795.0,Imperial Cannon,Pirates,Imperial Guards,1994,36,1,Retired,4.83,72.27
1796.0,Freestyle Bucket,Freestyle,,1996,641,0,Retired,17.59,
1797.0,Bonus Bucket,Duplo,Building Sets,1996,90,0,Retired,17.59,27.07
1798.0,Building Table,Basic,Supplementaries,1994,3,0,Retired,43.56,162.91
1800.0,Turtle,Duplo,,1998,6,0,Retired,,4.81
1802.0,Tidy Treasure,Pirates,,1996,22,1,Retired,1.75,29.5
1804.0,Crossbow Boat,Castle,Royal Knights,1996,21,1,Retired,1.75,65.67
1805.0,Small Bucket,Duplo,Building Sets,1995,32,0,Retired,,
1806.0,Underwater Scooter,Aquazone,Aquanauts,1996,16,1,Retired,1.75,21.27
1807.0,Santa Claus and Sleigh,Town,Seasonal,1995,17,1,Retired,1.75,10.65
1808.0,Light Aircraft and Ground Support,Town,Promotional,1996,122,2,Retired,8.79,105.58
1809.0,Aeroplane,Basic,,1996,29,0,Retired,,10.16
1811.0,Safari,Duplo,,1995,27,1,Retired,21.56,45.69
1814.0,Starter Set,Duplo,Toolo,1995,23,1,Retired,26.39,73.0
1815.0,Paradisa Lifeguard,Town,Paradisa,1996,36,2,Retired,3.3,77.73
1816.0,20th Anniversary Jackpot Bucket,Duplo,Building Sets,1993,90,3,Retired,,
1817.0,Sea Plane with Hut and Boat,Town,Promotional,1996,135,3,Retired,13.19,86.31
1818.0,Aircraft and Ground Support,Town,Promotional,1996,203,3,Retired,21.11,211.54
1819.0,Large Bucket,Basic,,1995,950,0,Retired,17.59,45.15
1821.0,Rally Racers,Town,Racing,1996,192,3,Retired,9.67,130.11
1822.0,Sea Claw 7,Aquazone,Aquanauts,1995,192,2,Retired,17.59,127.62
1823.0,Yacht,Basic,FreeStyle,1996,10,0,Retired,,3.01
1824.0,Flying Duck,Basic,,1997,17,1,Retired,,8.87
1825.0,Racing Car,Basic,,1997,19,0,Retired,,4.69
1826.0,Bird or Boat or Plane,Basic,,1997,19,0,Retired,,5.54
1827.0,Helicopter,Basic,,1997,19,0,Retired,,4.55
1828.0,Animals,Basic,,1995,7,0,Retired,,14.35
1831.0,Maersk Line Container Lorry,Town,Maersk,1995,211,1,Retired,,337.88
1836.0,Freestyle Set,Freestyle,,1995,9,0,Retired,,2.77
1837.0,Freestyle Set,Freestyle,,1995,11,0,Retired,,3.8
1838.0,Freestyle Set,Freestyle,,1995,16,0,Retired,,3.47
1839.0,Freestyle Set,Freestyle,,1995,19,0,Retired,,4.63
1840.0,Trial Size Bag,Freestyle,,1995,23,0,Retired,,8.14
1841.0,Happy Meal Airplane,Classic,,1999,15,0,Retired,,3.17
1843.0,Space and Castle Value Pack,Space,Spyrius,1996,105,2,Retired,8.79,158.19
1843.2,Space and Castle Value Pack,Castle,Value Packs,1996,48,0,Retired,7.03,158.19
1844.0,Large Green Bucket,Duplo,Building Sets,1995,90,3,Retired,,
1845.0,20th Anniversary Jackpot Bucket,Basic,,1993,714,0,Retired,,192.98
1846.0,Freestyle Set,Freestyle,,1996,25,0,Retired,,5.26
1847.0,Freestyle Set,Freestyle,,1996,33,1,Retired,,12.16
1850.0,Trial Size Bag,Freestyle,,1995,27,0,Retired,,9.97
1852.0,Alligator Bucket,Duplo,Building Sets,1995,43,0,Retired,,76.79
1853.0,Hypno Cruiser,Time Cruisers,,1996,157,2,Retired,8.79,133.68
1854.0,House with Roof-Windows,Town,Promotional,1996,144,2,Retired,20.23,166.72
1856.0,Water Park Tub,Duplo,,1996,71,0,Retired,,45.67
1857.0,Super Value Brick Pack,Basic,,1996,950,0,Retired,17.59,203.5
1858.0,Droid Scout,Space,Exploriens,1996,23,1,Retired,2.63,28.97
1859.0,Aeroplane,Basic,FreeStyle,1996,9,0,Retired,,3.6
1860.0,Trial Size Bag,Freestyle,,1995,30,1,Retired,,27.66
1863.0,Freestyle Trial Set,Freestyle,,1995,11,0,Retired,,15.22
1865.0,Airliner,Basic,,1994,28,0,Retired,,13.76
1866.0,Stack-n-Learn Sampler,Duplo,,1996,2,0,Retired,,
1867.0,Medium Bulk Bucket,Basic,,1997,400,0,Retired,14.07,65.89
1868.0,Freestyle Box,Freestyle,,1996,220,0,Retired,,26.4
1869.0,South African Flag,Basic,,1996,80,0,Retired,,455.28
1870.0,Trial Size Bag,Freestyle,,1995,36,0,Retired,,13.75
1871.0,Pirates Cannon,Pirates,,1994,16,1,Retired,3.51,21.26
1872.0,Soldiers Forge,Pirates,,1994,28,2,Retired,3.51,38.07
1873.0,Pirates Treasure,Pirates,,1994,45,1,Retired,5.27,42.41
1874.0,Super Scoop,Basic,,1993,140,0,Retired,,71.94
1875.0,Meteor Monitor,Space,Blacktron,1990,32,1,Retired,2.63,302.99
1876.0,Soil Scooper,Town,Maintenance,1990,73,2,Retired,7.03,266.46
1877.0,Crusader's Cart,Castle,Forestmen,1990,60,2,Retired,7.91,244.91
1878.0,Small Bucket,Basic,,1991,393,1,Retired,,
1879.0,Basic Building Set,Basic,,1992,425,2,Retired,,85.13
1880.0,5+ Bucket,Basic,,1992,559,2,Retired,,
1881.0,Play Bucket of Bricks,Basic,,1991,288,1,Retired,13.19,36.97
1882.0,Large Play Bucket,Basic,,1991,449,2,Retired,,
1883.0,Rabbit Rattle,Duplo,Rattles,1990,1,0,Retired,,54.78
1884.0,Handy Bucket of Bricks,Basic,,1992,189,0,Retired,,28.92
1885.0,Play Bucket of Bricks,Basic,,1992,465,0,Retired,,
1887.0,Scout Patrol Ship,Space,Blacktron 2,1992,30,1,Retired,2.63,22.97
1888.0,Black Knights Guardshack,Castle,Black Knights,1992,49,2,Retired,3.07,110.04
1889.0,Pirates Treasure Hold,Pirates,,1992,34,1,Retired,2.63,79.6
1890.0,Octan Racer,Town,Racing,1992,47,1,Retired,3.07,28.64
1891.0,Four Set Value Pack,Promotional,Value Packs,1992,160,0,Retired,10.55,
1893.0,Jungle Bucket,Duplo,Building Sets,1992,37,0,Retired,,
1895.0,Sky Patrol,Town,Police,1992,85,2,Retired,7.03,220.0
1896.0,Trauma Team,Town,Emergency,1992,291,5,Retired,22.87,800.98
1900.2,Special Bonus Pack,Promotional,Value Packs,1994,88,0,Retired,8.58,139.67
1906.0,Majisto's Tower,Castle,Dragon Knights,1994,195,3,Retired,17.59,407.68
1908.0,Small Bucket,Duplo,Building Sets,1993,39,2,Retired,,
1916.0,Starion Patrol,Space,Space Police 2,1993,23,1,Retired,1.75,34.38
1917.0,King's Catapult,Castle,Black Knights,1993,22,1,Retired,1.75,96.59
1922.0,Duplo Bucket,Duplo,Building Sets,1994,50,1,Retired,,60.48
1924.2,Viking Line Ferry,Promotional,Ferries,1992,203,0,Retired,,722.25
1954.0,Surveillance Scooter,Space,Spyrius,1995,23,1,Retired,1.31,17.51
1955.0,Color Line Ferry,Promotional,Ferries,1993,241,0,Retired,,290.66
1958.0,Windsurfer,Town,Leisure,1993,21,1,Retired,2.63,24.93
1959.0,Ultra-Light,Town,Leisure,1993,30,1,Retired,2.63,9.57
1960.0,Magical Adventure Pack,Castle,Value Packs,1993,204,0,Retired,13.63,80.78
1967.0,Five Set Bonus Pack,Promotional,Value Packs,1993,156,0,Retired,13.19,65.99
1969.0,Mini Robot,Space,Space Police 2,1993,38,1,Retired,3.51,36.75
1970.0,Pirates Gun Cart,Pirates,,1993,31,2,Retired,3.51,36.34
1971.0,Battering Ram,Castle,Black Knights,1993,36,1,Retired,,183.74
1977.2,Pre-School Building Set,Duplo,Building Sets,1991,99,1,Retired,,
1978.0,Santa Claus,Basic,Seasonal,1991,39,0,Retired,,7.03
1979.0,Snowman,Basic,Seasonal,1991,42,0,Retired,,8.68
1980.0,Santa's Elves,Basic,Seasonal,1991,30,0,Retired,,21.91
1990.0,Octan F1 Race Car,Town,Racing,1993,35,1,Retired,1.75,16.39
1991.0,Racing Pick-Up Truck,Town,Racing,1993,81,1,Retired,6.15,26.4
1992.0,Dragsters,Town,Racing,1993,104,2,Retired,6.82,41.71
1993.0,Race Value Pack,Town,Value Packs,1993,220,0,Retired,13.19,135.37
1994.0,Basic Building Set,Basic,,1992,182,0,Retired,,
1995.0,Happy Meal Racer,Classic,,1999,15,0,Retired,,3.3
1998.0,Silja Line Ferry,Promotional,Ferries,1990,370,0,Retired,,652.49
2000.0,Sally Starfish,Primo,,1998,1,0,Retired,,11.96
2001.0,Sun Set,Primo,,1998,3,0,Retired,6.15,
2002.0,Jumbo Building Bag,Primo,,1998,80,1,Retired,17.59,
2003.0,Jumbo Building Bag,Primo,,1997,80,1,Retired,21.99,88.93
2004.0,Jumbo Building Tub,Duplo,Primo,1996,51,1,Retired,,43.38
2005.0,Duplo Primo,Primo,,1996,17,1,Retired,11.43,36.18
2006.0,Primo Box,Duplo,Primo,1996,19,0,Retired,,
2007.0,Singing Camel,Primo,,1998,1,1,Retired,11.43,53.76
2008.0,Heart,Exclusive,Employee Gift,2008,92,0,Retired,,967.34
2009.0,Heart,Exclusive,Employee Gift,2009,92,0,Retired,,199.41
2009.2,Large Bulk Box,Primo,,1997,25,0,Retired,17.59,190.1
2010.0,Baby Walker,Primo,,1997,14,1,Retired,26.39,86.31
2010.2,Happy Holidays The Christmas Game,Exclusive,Employee Gift,2010,139,0,Retired,,133.21
2011.0,My Home Stack 'n' Learn Set,Primo,,1998,5,1,Retired,5.27,45.21
2011.2,LEGO Duck,Exclusive,Employee Gift,2011,91,0,Retired,,237.96
2012.0,Lucy Ladybug,Primo,,1998,13,0,Retired,11.43,
2013.0,My First Train Stack 'n' Learn Set,Primo,,1998,9,1,Retired,14.07,
2017.0,Choo Choo Train,Primo,,1998,13,1,Retired,17.59,
2018.0,Little Brother Stack 'n' Learn Set,Primo,,1998,19,1,Retired,13.19,37.64
2019.0,Bumper Stack and Learn Set,Primo,,1998,30,0,Retired,17.59,
2021.0,Gift Set,Primo,,1998,7,0,Retired,,
2022.0,Amy Elephant,Primo,,1998,11,0,Retired,26.39,333.21
2025.0,Happy Meal Boat,Classic,,1999,12,0,Retired,,2.82
2028.2,Try-Me-Set with Bee,Primo,,1998,5,0,Retired,2.63,
2030.0,Squirting Frog,Primo,,1999,1,0,Retired,3.51,
2031.0,Tiny Turtle,Primo,,1999,1,1,Retired,17.59,24.58
2032.0,Happy Meal Helicopter,Classic,,1999,18,0,Retired,,5.54
2039.0,Paddleboat,Primo,,1999,1,1,Retired,3.51,17.45
2044.0,Waterlily Princess and Friend,Primo,,1999,2,1,Retired,7.91,
2045.0,Happy Meal Car,Classic,,1999,17,0,Retired,,3.5
2046.0,Fishing Fun,Primo,,1999,5,0,Retired,13.19,17.77
2047.0,Happy Meal Jet Boat,Classic,,1999,13,0,Retired,,3.43
2063.0,Stormer 2.0,HERO Factory,,2011,31,0,Retired,9.99,39.92
2064.0,Air Ambulance,City,Airport,2007,116,2,Retired,8.79,47.99
2065.0,Furno 2.0,HERO Factory,,2011,30,0,Retired,9.99,29.66
2067.0,Evo 2.0,HERO Factory,,2011,31,0,Retired,9.99,122.55
2068.0,Nex 2.0,HERO Factory,,2011,31,0,Retired,9.99,61.33
2069.0,Happy Meal Swamp Boat,Classic,,1999,15,0,Retired,,3.7
2071.0,My First Plane,Primo,,1999,1,1,Retired,6.15,
2075.0,Happy Meal Airplane,Classic,,1999,14,0,Retired,,3.33
2076.0,Cubby House,Primo,,1999,4,1,Retired,17.59,80.4
2077.0,My Bumble Bee,Baby,,2000,12,0,Retired,8.79,19.62
2078.0,Mini Set,Primo,,1996,4,0,Retired,,
2080.0,Stacking Blocks One,Duplo,Primo,1995,9,0,Retired,,
2081.0,Stack 'n' Learn Starter Set,Primo,,1997,6,0,Retired,3.51,13.62
2082.0,Medium Stack 'n' Learn Set,Duplo,Primo,1995,9,1,Retired,,
2083.0,Medium Stack 'n' Learn Set,Primo,,1997,8,1,Retired,7.03,39.7
2084.0,Large Stack 'n' Learn Set,Duplo,Primo,1995,14,1,Retired,,47.37
2085.0,Frederick Frog,Primo,,1997,13,0,Retired,8.79,43.46
2086.0,XLarge Stack 'n' Learn Set,Duplo,Primo,1995,18,2,Retired,,51.74
2087.0,Polly Parrot Storage Bird,Primo,,1997,18,0,Retired,13.19,36.96
2089.0,Stack 'n' Learn Gift Set,Primo,,1997,23,1,Retired,17.59,
2090.0,Baby Storage Bear,Primo,,1995,18,1,Retired,,
2091.0,Primo Tumbler,Duplo,Primo,1996,20,1,Retired,,60.31
2092.0,Primo Cannister,Duplo,Primo,1996,10,1,Retired,,
2093.0,The Ladybird Rattle,Primo,,1997,1,0,Retired,2.63,
2094.0,Cozy Duck,Primo,,1997,2,0,Retired,8.79,14.19
2095.0,Roll 'n' Play Ball,Primo,,1997,2,0,Retired,4.39,38.96
2096.0,Stack-a-Mouse,Primo,,1997,6,0,Retired,7.91,12.01
2097.0,Caterpillar and Friends,Primo,,1997,3,0,Retired,8.79,39.18
2098.0,Bathtime Boat,Primo,,1997,2,1,Retired,8.79,38.11
2099.0,The Shape Sorter,Primo,,1997,10,0,Retired,13.19,73.49
2101.0,Circus Catapult,Primo,,1999,6,1,Retired,8.79,13.16
2103.0,Busy Builder Starter Set,Primo,,1999,7,0,Retired,4.39,
2104.0,Wilma Whale,Primo,,1999,13,0,Retired,17.59,126.28
2106.0,Scoop 'n' Squirt Fun Pack,Primo,,1999,7,2,Retired,15.83,28.27
2107.0,Turtle Wagon,Primo,,1999,29,1,Retired,21.99,122.58
2108.0,Perky Paddler,Primo,,1999,3,1,Retired,7.91,18.19
2111.0,Kai,Ninjago,Spinners,2011,19,1,Retired,8.79,63.98
2112.0,Cole,Ninjago,Spinners,2011,19,1,Retired,9.99,38.57
2113.0,Zane,Ninjago,Spinners,2011,19,1,Retired,8.79,64.53
2114.0,Chopov,Ninjago,Spinners,2011,20,1,Retired,9.99,14.94
2115.0,Bonezai,Ninjago,Spinners,2011,21,1,Retired,9.99,17.37
2116.0,Krazi,Ninjago,Spinners,2011,22,1,Retired,9.99,20.34
2121.0,Stomper,Basic,FreeStyle,1997,11,0,Retired,,1.65
2122.0,Bob,Basic,FreeStyle,1997,14,0,Retired,,22.64
2123.0,Spinner,Basic,FreeStyle,1997,12,0,Retired,,28.6
2124.0,Green Bucket,Duplo,Building Sets,1997,39,1,Retired,7.03,
2125.0,Large Bucket,Duplo,Building Sets,1997,70,1,Retired,11.43,37.84
2126.0,Train Cars,Trains,9V,1997,378,5,Retired,61.16,243.17
2127.0,Nanas,Basic,,1997,13,0,Retired,,3.22
2129.0,Blast-Off Dragster,Technic,,1997,63,0,Retired,6.15,18.48
2130.0,Duck,Basic,FreeStyle,1998,7,0,Retired,,5.39
2131.0,Hippo,Basic,FreeStyle,1998,6,0,Retired,,4.42
2132.0,Cow,Basic,FreeStyle,1998,10,0,Retired,,4.51
2133.0,Bull,Basic,FreeStyle,1998,12,0,Retired,,5.13
2134.0,Bison,Basic,FreeStyle,1998,10,0,Retired,,5.45
2135.0,Aeroplane,Basic,FreeStyle,1997,9,0,Retired,,5.9
2136.0,Aeroplane,Basic,FreeStyle,1997,11,0,Retired,,4.61
2137.0,Swamp Boat,Basic,FreeStyle,1997,8,0,Retired,,6.74
2138.0,Helicopter,Basic,FreeStyle,1997,8,0,Retired,,6.17
2139.0,Boat,Basic,FreeStyle,1997,12,0,Retired,,5.2
2140.0,Roadside Recovery Van and Tow Truck,Town,Promotional,1996,255,3,Retired,,153.6
2141.0,Surge 2.0,HERO Factory,,2011,30,0,Retired,9.99,69.87
2142.0,Breez 2.0,HERO Factory,,2011,29,0,Retired,9.99,33.14
2143.0,Rocka 3.0,HERO Factory,,2011,30,0,Retired,9.99,38.02
2144.0,Nex 3.0,HERO Factory,,2011,29,0,Retired,9.99,35.12
2145.0,Stormer 3.0,HERO Factory,,2011,31,0,Retired,9.99,74.64
2146.0,Sort and Store Suitcase,Freestyle,,1996,803,0,Retired,,269.5
2147.0,Dragon Fly,Town,Promotional,1997,183,2,Retired,24.63,35.5
2148.0,LEGO Truck,Town,Vehicles,1997,105,1,Retired,9.67,68.1
2149.0,Color Line Container Lorry,Town,Promotional,1997,191,1,Retired,,165.58
2150.0,Train Station,Trains,9V,1996,599,8,Retired,64.24,499.83
2151.0,Robo Raider,Space,RoboForce,1997,136,1,Retired,10.55,75.02
2152.0,Robo Raptor,Space,RoboForce,1997,221,1,Retired,17.59,100.61
2153.0,Robo Stalker,Space,RoboForce,1997,280,2,Retired,26.39,112.44
2154.0,Robo Master,Space,RoboForce,1997,366,2,Retired,31.67,277.92
2155.0,Water-Plane,Basic,,2000,18,0,Retired,,17.72
2156.0,Racer,Basic,,2000,17,0,Retired,,7.25
2157.0,Speed Boat,Basic,,2000,16,0,Retired,,17.93
2158.0,Copter,Basic,,2000,10,0,Retired,,17.78
2159.0,9V Train Track Starter Collection,Trains,9V,2006,24,0,Retired,26.39,64.47
2160.0,Crystal Scavenger,Aquazone,Aquaraiders,1997,110,1,Retired,13.19,289.0
2161.0,Aqua Dozer,Aquazone,Aquaraiders,1997,136,1,Retired,21.99,177.87
2162.0,Hydro Reef Wrecker,Aquazone,Aquaraiders,1997,287,2,Retired,39.99,262.98
2163.0,Toucan,Basic,FreeStyle,1997,9,0,Retired,,3.12
2164.0,Whale,Basic,FreeStyle,1997,9,0,Retired,,2.23
2165.0,Rhinocerous,Basic,FreeStyle,1997,10,0,Retired,,5.14
2166.0,Elephant,Basic,FreeStyle,1997,10,0,Retired,,3.78
2167.0,Penguin,Basic,FreeStyle,1997,8,0,Retired,,6.55
2168.0,Rattle,Primo,,1997,2,0,Retired,1.75,5.34
2170.0,Cole DX,Ninjago,Spinners,2011,21,1,Retired,9.99,21.99
2171.0,Zane DX,Ninjago,Spinners,2011,22,1,Retired,9.99,21.99
2172.0,Nya,Ninjago,Spinners,2011,21,1,Retired,9.99,26.29
2173.0,Nuckal,Ninjago,Spinners,2011,26,1,Retired,9.99,18.78
2174.0,Kruncha,Ninjago,Spinners,2011,24,1,Retired,9.99,11.97
2175.0,Wyplash,Ninjago,Spinners,2011,23,1,Retired,9.99,12.06
2181.0,Infomaniac,Town,Promotional,1997,4,1,Retired,,220.0
2182.0,Bulk 3.0,HERO Factory,,2011,30,0,Retired,9.99,68.32
2183.0,Stringer 3.0,HERO Factory,,2011,30,0,Retired,9.99,113.85
2184.0,XL Bulk Bucket,Basic,,1997,1000,0,Retired,21.99,31.83
2186.0,Freestyle Set,Freestyle,,1997,73,1,Retired,,30.75
2187.0,Freestyle Set,Freestyle,,1997,60,1,Retired,,8.79
2188.0,Freestyle Set,Freestyle,,1997,56,1,Retired,3.07,17.38
2189.0,Pony Set,Duplo,,1997,3,0,Retired,,10.45
2190.0,Storage Frog,Primo,,1999,13,0,Retired,17.59,80.37
2191.0,Furno 3.0,HERO Factory,,2011,28,0,Retired,9.99,63.76
2192.0,Drilldozer,HERO Factory,,2011,61,0,Retired,12.99,69.85
2193.0,Jetbug,HERO Factory,,2011,63,0,Retired,12.99,54.59
2194.0,Nitroblast,HERO Factory,,2011,57,0,Retired,12.99,42.38
2195.0,Friendly Monster Bucket,Basic,,1997,228,0,Retired,8.79,36.89
2198.0,Building Plates,Duplo,Building Sets,1998,3,0,Retired,11.99,14.83
2199.0,Large Bulk Bucket,Basic,,1997,466,0,Retired,11.43,37.17
2220.0,Build 'n' Play Fire Theme,Duplo,,1996,54,3,Retired,,118.91
2221.0,Build 'n' Play Circus Theme,Duplo,,1996,81,4,Retired,,124.49
2222.0,Tunnel Fun,Duplo,,1998,33,1,Retired,15.83,43.09
2223.0,Spooky House,Duplo,,1998,39,2,Retired,21.11,30.34
2224.0,Duplo Tub,Duplo,,1998,118,2,Retired,43.99,187.52
2225.0,Heavy Loader,Duplo,,2000,70,0,Retired,21.99,25.36
2226.0,Duplo Bucket,Duplo,Building Sets,1998,50,0,Retired,5.27,24.09
2229.0,Basic Building Set,Basic,,1999,201,0,Retired,13.19,19.36
2230.0,Helicopter and Raft,City,Airport,2008,115,2,Retired,17.59,27.35
2231.0,Waspix,HERO Factory,,2011,48,0,Retired,12.99,46.05
2232.0,Raw-Jaw,HERO Factory,,2011,52,0,Retired,12.99,74.5
2233.0,Fangz,HERO Factory,,2011,55,0,Retired,12.99,36.41
2234.0,Police Chase,Town,Promotional,1998,146,5,Retired,,166.67
2235.0,Fire Lord,HERO Factory,,2011,125,0,Retired,19.99,130.61
2236.0,Scorpio,HERO Factory,,2011,104,0,Retired,19.99,63.43
2241.0,Basic Set,Duplo,,1997,32,0,Retired,,
2242.0,Extra Bricks Small,Duplo,,1997,50,0,Retired,11.43,38.95
2245.0,Farmhouse Bucket,Duplo,Building Sets,1997,46,1,Retired,8.79,13.38
2247.0,Extra Bricks Medium,Duplo,,1997,99,0,Retired,14.95,22.09
2250.0,Advent Calendar,Basic,Seasonal,2000,240,0,Retired,17.59,39.08
2251.0,Horse 'n' Home,Duplo,,1997,72,0,Retired,11.43,16.94
2252.0,Basic Cannister Set,Duplo,,1997,36,1,Retired,,
2254.0,Mountain Shrine,Ninjago,Pilot Season,2011,169,2,Retired,19.99,51.46
2255.0,Sensei Wu,Ninjago,Spinners,2011,20,1,Retired,9.99,18.34
2256.0,Lord Garmadon,Ninjago,Spinners,2011,23,1,Retired,9.99,15.74
2257.0,Spinjitzu Starter Set,Ninjago,Spinners,2011,57,2,Retired,19.99,29.3
2258.0,Ninja Ambush,Ninjago,Pilot Season,2011,71,2,Retired,6.99,28.36
2259.0,Skull Motorbike,Ninjago,Pilot Season,2011,157,2,Retired,14.99,56.75
2260.0,Ice Dragon Attack,Ninjago,Pilot Season,2011,158,2,Retired,19.99,131.99
2261.0,Happy Gardener,Duplo,,1997,10,1,Retired,3.51,17.59
2262.0,Basic Set,Duplo,,1997,20,1,Retired,,
2263.0,Turbo Shredder,Ninjago,Pilot Season,2011,298,3,Retired,29.99,84.48
2264.0,Medium Bucket,Duplo,Building Sets,1997,48,1,Retired,8.79,21.52
2265.0,Large Puppy Clearpack,Duplo,,1997,71,0,Retired,,
2266.0,Extra Large Value Bucket,Duplo,Building Sets,1997,91,2,Retired,17.59,
2268.0,Katie Cat Bucket,Duplo,Building Sets,1998,49,1,Retired,5.27,17.93
2269.0,Build a Zoo,Duplo,,1998,89,1,Retired,,
2270.0,Spotty Dog Set,Duplo,,1998,6,0,Retired,4.39,
2271.0,Boy with Barrow,Duplo,,1998,4,1,Retired,,
2277.0,Boy with Cat,Duplo,,1998,8,1,Retired,,10.46
2279.0,Tubular Motion,Duplo,Basic Set,1998,73,2,Retired,,
2280.0,Brick Runner,Duplo,,1999,30,0,Retired,13.19,
2281.0,Maxi Brick Runner,Duplo,,1999,47,2,Retired,26.39,103.2
2282.0,Rocka XL,HERO Factory,,2011,174,0,Retired,24.99,131.99
2283.0,Witch Doctor,HERO Factory,,2011,331,0,Retired,34.99,104.56
2284.0,Clown Go Round,Duplo,,1999,14,0,Retired,5.27,28.29
2294.0,Ladybug,Duplo,,1999,9,0,Retired,2.63,5.2
2297.0,Cute Building Animals,Duplo,,2000,11,0,Retired,6.15,
2299.0,Pingo,Duplo,,1999,11,0,Retired,2.63,24.9
2300.0,Small Bucket Green,Duplo,Building Sets,1999,48,0,Retired,6.15,
2303.0,Red and Green Building Plates,Duplo,Building Sets,1991,2,0,Retired,4.83,10.27
2304.0,Large Building Plate,Duplo,Building Sets,1992,1,0,Retired,14.99,16.36
2306.0,Large Red Building Plate,Duplo,Building Sets,1991,1,0,Retired,10.55,28.04
2311.0,Clown,Duplo,,1993,16,0,Retired,7.0,9.0
2313.0,Building Set,Duplo,Building Sets,1991,29,0,Retired,,
2314.0,Building Set,Duplo,Building Sets,1991,38,0,Retired,12.76,24.86
2317.0,Police Building Set,Duplo,Building Sets,1994,11,1,Retired,,
2318.0,Pull Back Motor,Duplo,,1991,1,0,Retired,,11.92
2320.0,Small Basic Box,Basic,,1995,10,0,Retired,3.51,10.52
2321.0,Happy Birthday Building Set,Duplo,Building Sets,1996,32,1,Retired,7.03,19.81
2324.0,Large Giraffe Bucket,Duplo,Building Sets,1995,48,2,Retired,,
2327.0,Supplementary Set,Duplo,Supplementary,1994,19,1,Retired,11.43,49.81
2331.0,Barney The Skateboard Bear,Duplo,,1991,8,0,Retired,4.39,19.26
2332.0,DUPLO Bucket XL Elephants,Duplo,Building Sets,2000,88,2,Retired,17.59,
2337.0,Rover's Building Set,Duplo,Building Sets,1994,32,0,Retired,,115.54
2338.0,Kitty Cat's Building Set,Duplo,Building Sets,1995,35,0,Retired,,
2339.0,Basic Box,Duplo,Building Sets,1996,49,0,Retired,8.79,12.92
2341.0,Peter's Holiday Building Set,Duplo,Building Sets,1991,17,1,Retired,,21.31
2346.0,Train Oval Suitcase,Duplo,,1996,54,2,Retired,13.19,69.78
2347.0,Barnaby Bear's Building Set,Duplo,Building Sets,1994,41,0,Retired,,
2349.0,Basic Storage Unit,Duplo,,1996,41,1,Retired,,
2356.0,Jumbo Zoo Tub,Duplo,,1996,117,3,Retired,,
2359.0,Elephant Bucket,Duplo,Building Sets,1994,46,4,Retired,,
2361.0,Matt and Mutt Building Set,Duplo,Building Sets,1991,23,0,Retired,8.79,21.19
2362.0,Large Circus Bucket,Duplo,Building Sets,1995,57,2,Retired,,
2364.0,Circus Bucket Green,Duplo,Building Sets,1995,40,2,Retired,,
2368.0,XLarge Basic Bucket,Duplo,Building Sets,1995,71,1,Retired,,
2369.0,Racing Bucket,Duplo,Building Sets,1993,38,2,Retired,,
2371.0,Flying School,Duplo,,1991,36,3,Retired,,57.23
2372.0,Zoo Bucket,Duplo,Building Sets,1993,36,2,Retired,,
2374.0,Bucket,Duplo,Building Sets,1992,59,2,Retired,,
2376.0,Play Bucket,Duplo,Building Sets,1991,36,0,Retired,,70.57
2378.0,Farm Bucket,Duplo,Building Sets,1993,53,2,Retired,,
2380.0,Panda's Building Bonanza,Duplo,,1994,78,2,Retired,,
2381.0,Bucket of Bricks,Duplo,Building Sets,1991,64,1,Retired,,
2382.0,Train Bucket,Duplo,Building Sets,1993,41,2,Retired,,69.94
2383.0,Bucket,Duplo,Building Sets,1992,61,0,Retired,,
2384.0,Farm Bucket,Duplo,Building Sets,1992,67,3,Retired,28.16,
2386.0,Circus Bucket,Duplo,Building Sets,1991,50,3,Retired,,
2387.0,Playtime Bucket,Duplo,Building Sets,1992,56,0,Retired,,
