stevilka,ime,tema,podtema,leto,st_kock,st_minifigur,dostopnost,msrp,vrednost
10047.0,Arch,Bulk Bricks,,2002,36,0,Retired,5.27,8.9
10048.0,Small Wheels and Axles,Bulk Bricks,,2002,61,0,Retired,7.03,13.11
10049.0,Large Wheels and Axles,Bulk Bricks,,2002,31,0,Retired,5.27,10.76
10050.0,Grey Fences,Bulk Bricks,,2002,34,0,Retired,5.27,19.63
10051.0,Small Windows,Bulk Bricks,,2002,50,0,Retired,6.15,12.33
10052.0,Intelligent Locomotive,Explore,,2003,4,2,Retired,48.39,156.12
10053.0,Black Roof Tiles,Bulk Bricks,,2002,44,0,Retired,5.27,12.0
10054.0,Black Roof Tiles,Bulk Bricks,,2002,68,0,Retired,5.27,10.63
10055.0,Black Roof Tiles,Bulk Bricks,,2002,50,0,Retired,5.27,10.17
10056.0,White Plates,Bulk Bricks,,2002,56,0,Retired,4.39,15.44
10057.0,Black Plates,Bulk Bricks,,2002,56,0,Retired,4.39,13.8
10058.0,Red Plates,Bulk Bricks,,2002,56,0,Retired,4.39,8.98
10059.0,Dark Green Plates,Bulk Bricks,,2002,56,0,Retired,4.39,14.43
10060.0,Grey Plates,Bulk Bricks,,2002,56,0,Retired,4.39,11.51
10061.0,Black Plates,Bulk Bricks,,2002,84,0,Retired,4.39,13.77
10062.0,Red Plates,Bulk Bricks,,2002,84,0,Retired,4.39,10.47
10063.0,Dark Green Plates,Bulk Bricks,,2002,84,0,Retired,4.39,7.04
10064.0,Grey Plates,Bulk Bricks,,2002,84,0,Retired,4.39,14.63
10065.0,White Plates,Bulk Bricks,,2002,84,0,Retired,4.39,14.22
10066.0,Castle Accessories,Bulk Bricks,Castle,2002,37,1,Retired,4.39,47.63
10067.0,Mini-Fig Headgear,Bulk Bricks,,2002,53,0,Retired,4.39,15.61
10068.0,Santa,Seasonal,Christmas,2002,39,0,Retired,2.19,11.86
10069.0,Tree,Seasonal,Christmas,2002,33,0,Retired,2.99,8.8
10070.0,Reindeer,Seasonal,Christmas,2002,26,0,Retired,2.99,7.38
10071.0,Mr. Bunny,Seasonal,Easter,2003,25,0,Retired,2.19,8.12
10072.0,Technic Beams,Bulk Bricks,Technic,2003,56,0,Retired,8.79,29.92
10073.0,Technic Bushes,Bulk Bricks,Technic,2003,130,0,Retired,8.79,11.34
10074.0,Technic Cross Axles,Bulk Bricks,Technic,2003,68,0,Retired,8.79,30.03
10075.0,Spider-Man Action Pack,Studios,Spider-Man,2002,25,0,Retired,23.75,535.1
10076.0,Technic Gear Wheels,Bulk Bricks,Technic,2003,37,0,Retired,11.43,49.31
10077.0,Technic Motor,Bulk Bricks,Technic,2003,55,0,Retired,11.43,79.46
10078.0,Train Connection Wire,Trains,9V,2003,1,0,Retired,7.91,59.33
10079.0,Snowman,Seasonal,Christmas,2003,42,0,Retired,2.19,7.34
10080.0,Angel,Seasonal,Christmas,2003,33,0,Retired,2.19,13.44
10081.0,Heart Birthday Pack,Clikits,,2004,70,0,Retired,5.27,7.22
10082.0,Daisy Birthday Pack,Clikits,,2004,70,0,Retired,5.27,14.16
10083.0,Star Birthday Pack,Clikits,,2004,70,0,Retired,5.27,10.15
10090.0,Turkey,Seasonal,Thanksgiving,2003,54,0,Retired,3.07,11.81
10106.0,LEGO Snowflake,Seasonal,Christmas,2006,105,0,Retired,7.03,46.51
10111.0,Foliferous Tree,Bulk Bricks,,2001,10,0,Retired,5.27,23.72
10112.0,Bush,Bulk Bricks,,2001,25,0,Retired,6.15,15.32
10113.0,Cypress Tree,Bulk Bricks,,2001,5,0,Retired,4.39,107.52
10114.0,2x2 Sand Red Roof Tile,Bulk Bricks,,2001,100,0,Retired,7.03,18.29
10115.0,Jumper Bricks,Bulk Bricks,,2001,80,0,Retired,4.39,11.85
10116.0,Heart Accessories,Clikits,,2004,50,0,Retired,4.39,24.5
10117.0,Daisy Accessories,Clikits,,2004,50,0,Retired,4.39,14.32
10118.0,Star Accessories,Clikits,,2004,50,0,Retired,4.39,19.99
10121.0,NBA Basketball Teams,Sports,Basketball,2003,20,5,Retired,8.79,79.78
10123.0,Cloud City,Star Wars,Episode V,2003,698,7,Retired,87.99,
10124.0,Wright Flyer,Advanced Models,Aircraft,2003,670,0,Retired,52.79,420.19
10127.0,NHL All Teams Set,Sports,Hockey,2003,59,0,Retired,7.91,41.71
10128.0,Train Level Crossing,World City,Trains,2003,327,2,Retired,43.99,216.05
10129.0,Rebel Snowspeeder,Star Wars,Ultimate Collector Series,2003,1455,0,Retired,99.99,747.6
10131.0,TIE Fighter Collection,Star Wars,Legends,2004,682,4,Retired,61.59,369.66
10132.0,Motorised Hogwarts Express,Harry Potter,Prisoner of Azkaban,2004,708,4,Retired,105.59,836.0
10133.0,Burlington Northern Santa Fe BNSF Locomotive,Trains,9V,2005,407,2,Retired,39.99,451.92
10134.0,Y-wing Attack Starfighter,Star Wars,Ultimate Collector Series,2004,1473,1,Retired,105.59,703.89
10135.0,Holiday Decoration Kit,Clikits,Seasonal,2004,283,0,Retired,34.99,53.38
10143.0,Death Star II,Star Wars,Ultimate Collector Series,2005,3441,0,Retired,237.59,
10144.0,Sandcrawler,Star Wars,Episode IV,2005,1669,11,Retired,123.19,440.0
10145.0,Assorted Light Grey Bricks,Bulk Bricks,,2004,62,0,Retired,4.39,23.63
10146.0,Assorted Dark Grey Bricks,Bulk Bricks,,2004,63,0,Retired,4.39,13.26
10147.0,Assorted Brown Bricks,Bulk Bricks,,2004,62,0,Retired,4.39,12.74
10148.0,Assorted Light Grey Plates,Bulk Bricks,,2004,42,0,Retired,4.39,11.78
10149.0,Assorted Dark Grey Plates,Bulk Bricks,,2004,42,0,Retired,4.39,13.08
10150.0,Assorted Brown Plates,Bulk Bricks,,2004,42,0,Retired,4.39,18.48
10151.0,Hot Rod,Model Team,,2004,421,0,Retired,39.99,224.4
10152.0,Maersk Sealand Container Ship,Advanced Models,Maersk,2004,988,0,Retired,65.99,293.04
10153.0,Train Motor 9 V,Trains,9V,2002,3,0,Retired,21.99,105.08
10155.0,Maersk Line Container Ship,Advanced Models,Maersk,2010,990,0,Retired,109.99,252.56
10156.0,LEGO Truck,Town,Promotional,2004,105,1,Retired,13.19,44.0
10157.0,High Speed Train Locomotive,World City,Trains,2004,143,2,Retired,21.99,139.06
10158.0,High Speed Train Car,World City,Trains,2004,161,2,Retired,21.99,135.81
10159.0,City Airport,Town,Flight,2004,928,12,Retired,79.19,461.88
10160.0,Black Ridge Tiles,Bulk Bricks,,2004,48,0,Retired,5.27,15.8
10161.0,Black Roof Tiles,Bulk Bricks,,2004,76,0,Retired,5.27,15.0
10162.0,Red Ridge Tiles,Bulk Bricks,,2004,48,0,Retired,5.27,12.07
10163.0,Red Roof Tiles,Bulk Bricks,,2004,76,0,Retired,5.27,19.58
10165.0,Elf Boy,Seasonal,Christmas,2004,27,0,Retired,2.19,11.39
10166.0,Elf Girl,Seasonal,Christmas,2004,31,0,Retired,2.19,11.03
10167.0,LEGO BrickMaster Welcome Kit,Creator,,2004,180,0,Retired,,21.68
10168.0,Mrs. Bunny,Seasonal,Easter,2005,61,0,Retired,3.51,8.8
10169.0,Chicken & Chicks,Seasonal,Easter,2005,57,0,Retired,3.51,7.88
10170.0,TTX Intermodal Double-Stack Car,Trains,9V,2005,366,0,Retired,39.99,219.29
10173.0,Holiday Train,Trains,9V,2006,965,7,Retired,79.19,467.88
10174.0,Imperial AT-ST,Star Wars,Ultimate Collector Series,2006,1068,0,Retired,70.39,450.82
10175.0,Vader's TIE Advanced,Star Wars,Ultimate Collector Series,2006,1212,0,Retired,87.99,967.11
10176.0,King's Castle,Castle,Knights&#39; Kingdom I,2006,869,12,Retired,87.99,506.58
10177.0,Boeing 787 Dreamliner,Advanced Models,Aircraft,2006,1197,0,Retired,70.39,680.61
10178.0,Motorised Walking AT-AT,Star Wars,Episode V,2007,1137,4,Retired,114.39,505.12
10179.0,Ultimate Collector's Millennium Falcon,Star Wars,Ultimate Collector Series,2007,5197,5,Retired,439.99,
10181.0,Eiffel Tower,Advanced Models,Buildings,2007,3428,0,Retired,146.79,
10182.0,Cafe Corner,Advanced Models,Modular Buildings,2007,2056,3,Retired,123.19,
10183.0,Hobby Trains,Factory,Trains,2007,1080,0,Retired,87.99,532.76
10184.0,Town Plan,City,,2008,1981,8,Retired,131.99,371.13
10185.0,Green Grocer,Advanced Models,Modular Buildings,2008,2352,4,Retired,149.99,
10186.0,General Grievous,Star Wars,Ultimate Collector Series,2008,1085,0,Retired,79.19,307.94
10187.0,Volkswagen Beetle,Advanced Models,Vehicles,2008,1626,0,Retired,105.59,764.24
10188.0,Death Star,Star Wars,Ultimate Collector Series,2008,3803,27,Retired,419.99,551.76
10189.0,Taj Mahal,Advanced Models,Buildings,2008,5922,0,Retired,263.99,
10190.0,Market Street,Factory,Modular Buildings,2007,1248,3,Retired,79.19,
10191.0,Star Justice,Factory,Space,2008,895,8,Retired,87.99,150.14
10192.0,Space Skulls,Factory,Space,2008,956,4,Retired,87.99,102.78
10193.0,Medieval Market Village,Castle,,2009,1601,8,Retired,99.99,328.57
10194.0,Emerald Night,Advanced Models,Trains,2009,1085,3,Retired,89.99,660.0
10195.0,Republic Dropship with AT-OT Walker,Star Wars,The Clone Wars,2009,1758,8,Retired,249.99,
10196.0,Grand Carousel,Advanced Models,Fairground,2009,3263,9,Retired,229.99,
10197.0,Fire Brigade,Advanced Models,Modular Buildings,2009,2231,4,Retired,149.99,575.69
10198.0,Tantive IV,Star Wars,Episode IV,2009,1408,5,Retired,149.99,269.65
10199.0,Winter Village Toy Shop,Advanced Models,Winter Village,2009,815,7,Retired,59.99,183.02
10200.0,Custom Car Garage,Factory,Custom Cars,2008,893,4,Retired,61.59,107.7
10201.0,Takutanuva,Bionicle,Warriors,2003,399,0,Retired,43.99,112.46
10202.0,Ultimate Dume,Bionicle,Warriors,2004,564,0,Retired,43.99,507.35
10203.0,Voporak,Bionicle,Warriors,2005,647,0,Retired,43.99,278.21
10204.0,Vezon & Kardas,Bionicle,Warriors,2006,670,0,Retired,43.99,515.56
10205.0,Large Black Train Engine with Tender,Trains,9V,2002,232,0,Retired,21.11,195.77
10210.0,Imperial Flagship,Pirates,,2010,1664,9,Retired,149.99,
10211.0,Grand Emporium,Advanced Models,Modular Buildings,2010,2182,7,Retired,149.99,425.08
10212.0,Imperial Shuttle,Star Wars,Ultimate Collector Series,2010,2503,5,Retired,259.99,
10213.0,Shuttle Adventure,Advanced Models,Space,2010,1204,3,Retired,89.99,439.02
10214.0,Tower Bridge,Icons,Buildings,2010,4287,0,Retired,219.99,221.16
10215.0,Obi-Wan's Jedi Starfighter,Star Wars,Ultimate Collector Series,2010,676,0,Retired,99.99,326.84
10216.0,Winter Village Bakery,Advanced Models,Winter Village,2010,687,9,Retired,54.99,322.71
10217.0,Diagon Alley,Harry Potter,,2011,2025,12,Retired,149.99,482.93
10218.0,Pet Shop,Advanced Models,Modular Buildings,2011,2032,4,Retired,149.99,218.01
10219.0,Maersk Train,Advanced Models,Trains,2011,1237,3,Retired,119.99,441.4
10220.0,Volkswagen T1 Camper Van,Advanced Models,Vehicles,2011,1332,0,Retired,99.99,118.74
10221.0,Super Star Destroyer ,Star Wars,Ultimate Collector Series,2011,3152,5,Retired,399.99,
10222.0,Winter Village Post Office,Advanced Models,Winter Village,2011,822,7,Retired,59.99,422.27
10223.0,Kingdoms Joust,Castle,Kingdoms,2012,1575,9,Retired,119.99,316.76
10224.0,Town Hall,Advanced Models,Modular Buildings,2012,2766,8,Retired,179.99,808.58
10225.0,R2-D2,Star Wars,Ultimate Collector Series,2012,2127,1,Retired,179.99,201.63
10226.0,Sopwith Camel,Advanced Models,Aircraft,2012,883,0,Retired,89.99,190.84
10227.0,B-Wing Starfighter,Star Wars,Ultimate Collector Series,2012,1487,0,Retired,199.99,478.02
10228.0,Haunted House,Monster Fighters,,2012,2064,6,Retired,179.99,469.0
10229.0,Winter Village Cottage,Advanced Models,Winter Village,2012,1490,8,Retired,99.99,352.84
10230.0,Mini Modulars,Advanced Models,Modular Buildings,2012,1356,0,Retired,69.99,175.82
10231.0,Shuttle Expedition,Advanced Models,Space,2011,1230,3,Retired,89.99,482.91
10232.0,Palace Cinema,Icons,Modular Buildings,2013,2196,7,Retired,139.99,263.32
10233.0,Horizon Express,Icons,Trains,2013,1351,6,Retired,99.99,249.6
10234.0,Sydney Opera House,Icons,Buildings,2013,2989,0,Retired,279.99,329.15
10235.0,Winter Village Market,Icons,Winter Village,2013,1261,9,Retired,89.99,202.4
10236.0,Ewok Village,Star Wars,Ultimate Collector Series,2013,1990,17,Retired,249.99,470.76
10237.0,Tower of Orthanc,The Lord of the Rings,The Two Towers,2013,2359,5,Retired,199.99,526.8
10240.0,Red Five X-wing Starfighter,Star Wars,Ultimate Collector Series,2013,1559,1,Retired,199.99,395.89
10241.0,Maersk Line Triple-E,Advanced Models,Maersk,2014,1518,0,Retired,129.99,272.76
10242.0,Mini Cooper MK VII,Icons,Vehicles,2014,1077,0,Retired,89.99,192.77
10243.0,Parisian Restaurant,Icons,Modular Buildings,2014,2469,5,Retired,149.99,262.32
10244.0,Fairground Mixer,Icons,Fairground,2014,1746,12,Retired,129.99,184.05
10245.0,Santa's Workshop,Icons,Winter Village,2014,883,6,Retired,69.99,183.68
10246.0,Detective's Office,Icons,Modular Buildings,2015,2262,6,Retired,149.99,342.9
10247.0,Ferris Wheel,Icons,Fairground,2015,2464,10,Retired,179.99,330.4
10248.0,Ferrari F40,Icons,Vehicles,2015,1158,0,Retired,89.99,270.62
10249.0,Winter Toy Shop,Icons,Winter Village,2015,898,8,Retired,69.99,174.59
10250.0,Year of the Snake,Seasonal,Chinese New Year,2013,243,0,Retired,43.99,142.31
10251.0,Brick Bank,Icons,Modular Buildings,2016,2380,6,Retired,149.99,458.22
10252.0,Volkswagen Beetle,Icons,Vehicles,2016,1167,0,Retired,89.99,107.43
10253.0,Big Ben,Icons,Buildings,2016,4163,0,Retired,219.99,339.16
10254.0,Winter Holiday Train,Icons,Winter Village,2016,734,5,Retired,89.99,151.61
10255.0,Assembly Square,Icons,Modular Buildings,2017,4002,9,Exclusive (Retiring soon),299.99,
10256.0,Taj Mahal,Icons,Buildings,2017,5923,0,Retired,329.99,407.54
10257.0,Carousel,Icons,Fairground,2017,2670,7,Retired,179.99,355.48
10258.0,London Bus,Icons,Vehicles,2017,1686,0,Retired,119.99,140.76
10259.0,Winter Village Station,Icons,Winter Village,2017,902,5,Retired,69.99,168.52
10260.0,Downtown Diner,Icons,Modular Buildings,2018,2480,6,Retired,149.99,235.92
10261.0,Roller Coaster,Icons,Fairground,2018,4124,11,Retired,329.99,437.04
10262.0,James Bond Aston Martin DB5,Icons,Vehicles,2018,1290,0,Retired,149.99,157.97
10263.0,Winter Village Fire Station,Icons,Winter Village,2018,1166,8,Retired,89.99,92.42
10264.0,Corner Garage,Icons,Modular Buildings,2019,2569,6,Retired,179.99,194.44
10265.0,Ford Mustang,Icons,Vehicles,2019,1471,0,Retail (Retiring soon),169.99,
10266.0,NASA Apollo 11 Lunar Lander,Icons,Space,2019,1087,2,Exclusive,99.99,
10267.0,Gingerbread House,Icons,Winter Village,2019,1477,2,Retired,89.99,100.67
10268.0,Vestas Wind Turbine,Icons,,2018,826,3,Retired,179.99,195.46
10269.0,Harley-Davidson Fat Boy,Icons,Vehicles,2019,1023,0,Retired,89.99,109.96
10270.0,Bookshop,Icons,Modular Buildings,2020,2504,5,Limited retail,199.99,
10271.0,Fiat 500,Icons,Vehicles,2020,960,0,Limited retail (Retiring soon),79.99,
10272.0,Old Trafford - Manchester United,Icons,Buildings,2020,3898,0,Exclusive (Retiring soon),279.99,
10273.0,Haunted House,Icons,Fairground,2020,3231,10,Retail,299.99,
10274.0,ECTO-1,Ghostbusters,,2020,2352,0,Exclusive,239.99,
10275.0,Elf Club House,Icons,Winter Village,2020,1197,4,Exclusive (Retiring soon),84.99,
10276.0,Colosseum,Icons,Buildings,2020,9036,0,Exclusive,549.99,
10277.0,Crocodile Locomotive,Icons,Trains,2020,1271,2,Retired,99.99,110.37
10278.0,Police Station,Icons,Modular Buildings,2021,2923,5,Exclusive,199.99,
10279.0,Volkswagen T2 Camper Van,Icons,Vehicles,2021,2207,0,Exclusive (Retiring soon),159.99,
10280.0,Flower Bouquet,Icons,Botanical Collection,2021,756,0,Retail,59.99,
10281.0,Bonsai Tree,Icons,Botanical Collection,2021,878,0,Retail,49.99,
10282.0,Adidas Originals Superstar,Icons,Adidas,2021,731,0,Limited retail (Retiring soon),89.99,
10282.2,Adidas Originals Superstar X Footshop,Icons,Adidas,2021,974,0,Retired,89.99,400.23
10283.0,Space Shuttle Discovery,Icons,Space,2021,2354,0,Retail,199.99,
10284.0,Camp Nou,Icons,Buildings,2021,5509,0,Exclusive,329.99,
10285.0,Compass Sensor,Mindstorms,NXT,2011,1,0,Retired,54.99,51.19
10286.0,Color Sensor ,Mindstorms,NXT,2011,1,0,Retired,54.99,71.02
10287.0,Intelligent NXT Black Brick,Mindstorms,NXT,2009,1,0,Retired,149.59,154.0
10289.0,Bird of Paradise,Icons,Botanical Collection,2021,1173,0,Retail,99.99,
10290.0,Pickup Truck,Icons,Vehicles,2021,1677,0,Exclusive,129.99,
10291.0,Queer Eye - The Fab 5 Loft,Icons,,2021,974,7,Exclusive,99.99,
10292.0,The Friends Apartments,Icons,,2021,2048,7,Exclusive,179.99,
10293.0,Santa's Visit,Icons,Winter Village,2021,1445,4,Exclusive,99.99,
10294.0,Titanic,Icons,,2021,9090,0,Exclusive,679.99,
10295.0,Porsche 911,Icons,Vehicles,2021,1458,0,Exclusive,169.99,
10401.0,Rainbow Fun,Classic,Building Bigger Thinking,2018,85,0,Retired,4.99,6.89
10402.0,Fun Future,Classic,Building Bigger Thinking,2018,186,1,Retired,9.99,10.57
10403.0,World Fun,Classic,Building Bigger Thinking,2018,295,2,Retired,19.99,19.94
10404.0,Ocean's Bottom,Classic,Building Bigger Thinking,2018,579,2,Retired,29.99,31.68
10405.0,Mission to Mars,Classic,Building Bigger Thinking,2018,871,3,Retired,49.99,66.48
10500.0,Horse Stable,Duplo,,2013,44,2,Retired,20.99,46.88
10501.0,Zoo Friends,Duplo,Zoo,2013,5,0,Retired,4.99,7.92
10502.0,Zoo Bus,Duplo,Zoo,2013,19,2,Retired,29.99,60.46
10503.0,Circus Show,Duplo,Circus,2013,25,1,Retired,9.99,17.6
10504.0,My First Circus,Duplo,Circus,2013,62,3,Retired,39.99,134.24
10505.0,Play House,Duplo,,2013,83,3,Retired,59.99,135.34
10506.0,Train Accessory Set,Duplo,Trains,2013,24,0,Retired,19.99,30.6
10507.0,My First Train Set,Duplo,Trains,2013,52,2,Retired,49.99,173.04
10508.0,Deluxe Train Set,Duplo,Trains,2013,134,3,Retired,119.99,307.99
10509.0,Dusty and Chug,Duplo,Disney Planes,2013,16,0,Retired,17.99,30.21
10510.0,Ripslinger's Air Race,Duplo,Disney Planes,2013,40,0,Retired,20.99,28.58
10511.0,Skipper's Flight School,Duplo,Disney Planes,2013,53,0,Retired,39.99,50.05
10512.0,Jake's Treasure Hunt,Duplo,Jake and the Never Land Pirates,2013,22,1,Retired,12.99,26.65
10513.0,Never Land Hideout,Duplo,Jake and the Never Land Pirates,2013,37,2,Retired,24.99,104.68
10514.0,Jake's Pirate Ship Bucky,Duplo,Jake and the Never Land Pirates,2013,56,2,Retired,39.99,118.72
10515.0,Ariel's Undersea Castle,Duplo,Disney Princess,2013,39,1,Retired,29.99,87.88
10516.0,Ariel's Magical Boat Ride,Duplo,Disney Princess,2013,30,2,Retired,19.99,46.78
10517.0,My First Garden,Duplo,My First,2013,38,1,Retired,11.99,53.08
10518.0,My First Construction Site,Duplo,Construction,2013,43,2,Retired,19.99,100.02
10519.0,Garbage Truck,Duplo,,2013,16,1,Retired,19.99,120.8
10520.0,Big Front Loader,Duplo,,2013,12,1,Retired,19.99,45.35
10521.0,Baby Calf,Duplo,,2014,9,1,Retired,4.89,7.21
10522.0,Farm Animals,Duplo,,2014,12,0,Retired,9.99,33.37
10524.0,Farm Tractor,Duplo,,2014,29,1,Retired,19.99,74.79
10525.0,Big Farm,Duplo,,2014,121,2,Retired,59.99,295.59
10526.0,Peter Pan's Visit,Duplo,Jake and the Never Land Pirates,2014,39,2,Retired,20.99,31.33
10527.0,Ambulance,Duplo,,2014,14,1,Retired,10.49,32.18
10528.0,School Bus,Duplo,,2014,26,3,Retired,19.99,55.93
10529.0,Truck,Duplo,,2014,16,1,Retired,14.99,13.98
10531.0,Mickey Mouse and Friends,Duplo,Disney,2012,65,0,Retired,34.99,197.46
10532.0,My First Police Set,Duplo,My First,2014,39,2,Retired,17.49,87.1
10538.0,Fire and Rescue Team,Duplo,Disney Planes,2014,30,3,Retired,20.99,86.28
10539.0,Beach Racing,Duplo,Jake and the Never Land Pirates,2014,37,1,Retired,17.49,43.99
10542.0,Sleeping Beauty's Fairy Tale,Duplo,Disney Princess,2014,55,2,Retired,34.99,84.55
10543.0,Superman Rescue,Duplo,,2014,19,1,Retired,9.99,48.37
10544.0,The Joker Challenge,Duplo,,2014,40,2,Retired,29.99,82.46
10545.0,Batcave Adventure,Duplo,,2014,59,2,Retired,49.99,114.4
10546.0,My First Shop,Duplo,My First,2014,39,2,Retired,17.49,32.65
10550.0,Circus Transport,Duplo,Circus,2013,9,1,Retired,19.99,47.39
10552.0,Creative Cars,Duplo,,2013,40,0,Retired,14.99,183.9
10553.0,Toddler Build and Play Cubes,Duplo,,2013,17,0,Retired,14.99,17.58
10554.0,Toddler Build and Pull Along,Duplo,,2013,15,0,Retired,13.99,23.79
10555.0,Creative Bucket,Duplo,Building Sets,2013,65,0,Retired,24.99,226.82
10556.0,Creative Chest,Duplo,,2013,106,2,Retired,39.99,90.75
10557.0,Giant Tower,Duplo,,2013,200,0,Retired,59.99,79.66
10558.0,Number Train,Duplo,Trains,2013,31,1,Retired,19.99,60.93
10559.0,A Fairy Tale,Duplo,,2013,15,0,Retired,14.99,17.4
10560.0,Peekaboo Jungle,Duplo,,2013,13,0,Retired,14.99,17.93
10561.0,Toddler Starter Building Set,Duplo,Building Sets,2013,37,0,Retired,19.99,45.57
10565.0,Creative Suitcase,Duplo,,2014,135,0,Retired,39.99,255.65
10566.0,Creative Picnic,Duplo,,2014,52,0,Retired,14.99,26.08
10567.0,Toddler Build and Boat Fun,Duplo,,2014,18,0,Retired,13.99,30.15
10568.0,Knight Tournament,Duplo,,2014,16,1,Retired,6.99,29.76
10569.0,Treasure Attack,Duplo,,2014,46,3,Retired,20.99,56.86
10570.0,All-in-One Gift Set,Duplo,,2014,30,0,Retired,17.99,85.25
10571.0,All-in-One-Box-of-Fun Pink,Duplo,Building Sets,2014,65,1,Retired,29.99,31.68
10572.0,All-in-One-Box-of-Fun,Duplo,Building Sets,2014,65,1,Retired,29.99,40.74
10573.0,Creative Animals,Duplo,,2014,25,0,Retired,14.99,39.59
10574.0,Creative Ice Cream,Duplo,,2014,24,0,Retired,14.99,122.61
10575.0,Creative Building Cube,Duplo,Building Sets,2014,75,0,Retired,24.99,51.52
10576.0,Zoo Care,Duplo,,2014,9,1,Retired,6.99,9.5
10577.0,Big Royal Castle,Duplo,,2014,135,4,Retired,41.99,246.88
10579.0,Clubhouse Cafe,Duplo,Mickey Mouse Clubhouse,2014,16,0,Retired,14.99,52.91
10580.0,Deluxe Box of Fun,Duplo,Building Sets,2014,95,2,Retired,44.99,163.79
10581.0,Ducks,Duplo,Forest Animals,2015,13,1,Retired,9.99,46.03
10582.0,Animals,Duplo,Forest Animals,2015,39,2,Retired,19.99,74.49
10583.0,Fishing Trip,Duplo,Forest Animals,2015,32,2,Retired,17.49,60.55
10584.0,Forest,Duplo,Forest Animals,2015,105,3,Retired,59.99,111.32
10585.0,Mom and Baby,Duplo,,2015,13,2,Retired,6.99,30.31
10586.0,Ice Cream Truck,Duplo,,2015,11,2,Retired,14.99,53.67
10587.0,Café,Duplo,,2015,52,3,Retired,19.99,69.85
10589.0,Rally Car,Duplo,,2015,13,1,Retired,14.99,19.42
10590.0,Airport,Duplo,,2015,29,3,Retired,19.99,78.28
10591.0,Fire Boat,Duplo,Fire,2015,19,1,Retired,14.99,32.32
10592.0,Fire Truck,Duplo,Fire,2015,26,1,Retired,24.99,118.62
10593.0,Fire Station,Duplo,Fire,2015,105,2,Retired,59.99,124.96
10594.0,Sofia the First Royal Stable,Duplo,Sofia the First,2015,38,1,Retired,24.99,77.61
10595.0,Sofia the First Royal Castle,Duplo,Sofia the First,2015,87,2,Retired,49.99,241.65
10596.0,Disney Princess Collection,Duplo,Disney Princess,2015,63,3,Retired,39.99,127.14
10597.0,Mickey & Minnie Birthday Parade,Duplo,,2015,24,2,Retired,24.99,24.13
10599.0,Batman Adventure,Duplo,Batman,2015,47,1,Retired,39.99,164.4
10600.0,Classic Race,Duplo,Cars,2015,29,0,Retired,24.99,50.6
10601.0,Delivery Vehicle,Duplo,,2015,19,1,Retired,19.99,61.24
10602.0,Camping,Duplo,,2015,38,3,Retired,20.99,143.75
10603.0,My First Bus,Duplo,My First,2015,17,1,Retired,14.99,37.96
10604.0,Jake and the Never Land Pirates Treasure Island,Duplo,Jake and the Never Land Pirates,2015,25,2,Retired,9.99,27.66
10605.0,Doc McStuffins Rosie the Ambulance,Duplo,Doc McStuffins,2015,16,1,Retired,19.99,29.34
10606.0,Doc McStuffins Backyard Clinic,Duplo,Doc McStuffins,2015,39,1,Retired,34.99,123.13
10607.0,Spider-Man Web-Bike Workshop,Duplo,Spider-Man,2015,13,1,Retired,14.99,35.12
10608.0,Spider-Man Spider Truck Adventure,Duplo,Spider-Man,2015,28,2,Retired,29.99,109.3
10615.0,My First Tractor,Duplo,My First,2015,12,2,Retired,14.99,25.71
10616.0,My First Playhouse,Duplo,My First,2015,25,2,Retired,19.99,81.84
10617.0,My First Farm,Duplo,My First,2015,26,2,Retired,19.99,30.56
10618.0,Creative Building Box,Duplo,Building Sets,2015,70,2,Retired,24.99,113.53
10622.0,Large Creative Box,Duplo,Building Sets,2015,193,2,Retired,59.99,178.27
10623.0,Large DUPLO Basic Bricks,Duplo,,2015,60,0,Retired,39.99,261.07
10654.0,XL Creative Brick Box,Classic,Basic Set,2016,1600,0,Retired,59.99,86.93
10655.0,LEGO Monster Trucks,Bricks and More,,2013,197,3,Retired,19.99,46.49
10656.0,My First LEGO Princess,Bricks and More,,2013,88,1,Retired,7.99,15.51
10657.0,My First LEGO Set,Bricks and More,,2013,148,1,Retired,12.99,22.34
10659.0,Blue Suitcase,Bricks and More,,2013,146,2,Retired,12.49,29.15
10660.0,Pink Suitcase,Bricks and More,,2013,151,2,Retired,24.99,30.73
10661.0,My First LEGO Fire Station,Bricks and More,,2013,90,1,Retired,7.99,21.99
10662.0,LEGO Creative Bucket,Bricks and More,,2013,607,0,Retired,24.99,78.16
10663.0,Creative Chest,Bricks and More,,2013,609,3,Retired,39.99,73.66
10664.0,Creative Tower,Bricks and More,,2013,1600,0,Retired,59.99,85.76
10665.0,Spider-Man Spider-Car Pursuit,Juniors,Super Heroes,2014,55,2,Retired,12.99,30.71
10666.0,Digger,Juniors,City,2014,75,1,Retired,9.99,43.98
10667.0,Construction,Juniors,City,2014,160,1,Retired,17.99,76.85
10668.0,The Princess Play Castle,Juniors,Fantasy,2014,150,1,Retired,17.99,35.07
10669.0,Turtle Lair,Juniors,Teenage Mutant Ninja Turtles,2014,107,2,Retired,19.99,61.09
10671.0,Fire Emergency,Juniors,City,2014,123,2,Retired,19.99,34.71
10672.0,Batman Defend the Batcave,Juniors,Super Heroes,2014,150,3,Retired,32.99,48.03
10673.0,Race Car Rally,Juniors,City,2014,350,2,Retired,29.99,43.99
